time,location,activity,name,file_num
22:00 PM,Pantry,Ripping wippets,Mrs. White,6
22:10 PM,Pantry,Inspecting a family heirloom,Mrs. White,6
19:00 PM,Study,Opening letters,Professor Plum,19
19:10 PM,Dining Room,Inspecting a family heirloom,Professor Plum,19
19:20 PM,Dining Room,Reading a novel quietly,Professor Plum,19
19:30 PM,Dining Room,Whittling a stick,Professor Plum,19
19:40 PM,Kitchen,Whittling a stick,Professor Plum,19
19:50 PM,Kitchen,Opening letters,Professor Plum,19
20:00 PM,Pantry,Returning to mingle with guests,Professor Plum,19
20:10 PM,Kitchen,Whittling a stick,Professor Plum,19
20:20 PM,Dining Room,Whittling a stick,Professor Plum,19
20:30 PM,Kitchen,Peeling an orange,Professor Plum,19
20:40 PM,Pantry,Tampering with drinks,Professor Plum,19
20:50 PM,Kitchen,Returning to mingle with guests,Professor Plum,19
21:00 PM,Pantry,Reading warning labels,Professor Plum,19
21:10 PM,Kitchen,Peeling an orange,Professor Plum,19
21:20 PM,Kitchen,Reorganizing books and materials,Professor Plum,19
21:30 PM,Dining Room,Opening letters,Professor Plum,19
21:40 PM,Living Room,Bringing in the shopping,Professor Plum,19
21:50 PM,Study,Reading a novel quietly,Professor Plum,19
22:00 PM,Study,Whittling a stick,Professor Plum,19
22:10 PM,Study,Inflating balloons,Professor Plum,19
19:00 PM,Bathroom,Opening letters,Professor Plum,5
19:10 PM,Living Room,Returning to mingle with guests,Professor Plum,5
19:20 PM,Bathroom,Returning to mingle with guests,Professor Plum,5
19:30 PM,Living Room,Whittling a stick,Professor Plum,5
19:40 PM,Living Room,Reading a novel quietly,Professor Plum,5
19:50 PM,Bathroom,Peeling an orange,Professor Plum,5
20:00 PM,Bathroom,Opening letters,Professor Plum,5
20:10 PM,Bathroom,Reading a novel quietly,Professor Plum,5
20:20 PM,Living Room,Opening letters,Professor Plum,5
20:30 PM,Living Room,Whittling a stick,Professor Plum,5
20:40 PM,Study,Whittling a stick,Professor Plum,5
20:50 PM,Study,Whittling a stick,Professor Plum,5
21:00 PM,Dining Room,Opening letters,Professor Plum,5
21:10 PM,Dining Room,Opening letters,Professor Plum,5
21:20 PM,Study,Whittling a stick,Professor Plum,5
21:30 PM,Study,Returning to mingle with guests,Professor Plum,5
21:40 PM,Study,Peeling an orange,Professor Plum,5
21:50 PM,Living Room,Whittling a stick,Professor Plum,5
22:00 PM,Study,Whittling a stick,Professor Plum,5
22:10 PM,Study,Peeling an orange,Professor Plum,5
19:00 PM,Kitchen,Ripping wippets,Mr. Green,0
19:10 PM,Kitchen,Looking in drawers,Mr. Green,0
19:20 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,0
19:30 PM,Pantry,Ripping wippets,Mr. Green,0
19:40 PM,Pantry,Reading warning labels,Mr. Green,0
19:50 PM,Kitchen,Looking in drawers,Mr. Green,0
20:00 PM,Pantry,Observing guests from afar,Mr. Green,0
20:10 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,0
20:20 PM,Kitchen,Ripping wippets,Mr. Green,0
20:30 PM,Kitchen,Inflating balloons,Mr. Green,0
20:40 PM,Pantry,Ripping wippets,Mr. Green,0
20:50 PM,Kitchen,Raising a painting,Mr. Green,0
21:00 PM,Kitchen,Opening letters,Mr. Green,0
21:10 PM,Pantry,Speaking in a high-pitched voice,Mr. Green,0
21:20 PM,Kitchen,Reading warning labels,Mr. Green,0
21:30 PM,Pantry,Ripping wippets,Mr. Green,0
21:40 PM,Kitchen,Opening letters,Mr. Green,0
21:50 PM,Pantry,Polishing household items,Mr. Green,0
22:00 PM,Kitchen,Ripping wippets,Mr. Green,0
22:10 PM,Pantry,Speaking in a high-pitched voice,Mr. Green,0
19:00 PM,Kitchen,Complaining about TSA going through their purse,Mrs. Peacock,2
19:10 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,2
19:20 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,2
19:30 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,2
19:40 PM,Kitchen,Chatting with guests,Mrs. Peacock,2
19:50 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,2
20:00 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,2
20:10 PM,Study,Complaining about TSA going through their purse,Mrs. Peacock,2
20:20 PM,Living Room,Chatting with guests,Mrs. Peacock,2
20:30 PM,Living Room,Chatting with guests,Mrs. Peacock,2
20:40 PM,Dining Room,Inspecting wine bottles,Mrs. Peacock,2
20:50 PM,Kitchen,Serving drinks and chatting with guests,Mrs. Peacock,2
21:00 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,2
21:10 PM,Dining Room,Opening letters,Mrs. Peacock,2
21:20 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,2
21:30 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,2
21:40 PM,Living Room,Tampering with drinks,Mrs. Peacock,2
21:50 PM,Living Room,Retrieving items from storage,Mrs. Peacock,2
22:00 PM,Study,Chatting with guests,Mrs. Peacock,2
22:10 PM,Living Room,Rinsing a glass carefully,Mrs. Peacock,2
19:00 PM,Dining Room,Chatting with guests,Mrs. Peacock,16
19:10 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,16
19:20 PM,Study,Complaining about TSA going through their purse,Mrs. Peacock,16
19:30 PM,Study,Talking about skeet shooting,Mrs. Peacock,16
19:40 PM,Study,Bringing in the shopping,Mrs. Peacock,16
19:50 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,16
20:00 PM,Kitchen,Chatting with guests,Mrs. Peacock,16
20:10 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,16
20:20 PM,Study,Bragging about their Birkin,Mrs. Peacock,16
20:30 PM,Living Room,Ripping wippets,Mrs. Peacock,16
20:40 PM,Study,Chatting with guests,Mrs. Peacock,16
20:50 PM,Study,Bragging about their Birkin,Mrs. Peacock,16
21:00 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,16
21:10 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,16
21:20 PM,Living Room,Complaining about TSA going through their purse,Mrs. Peacock,16
21:30 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,16
21:40 PM,Kitchen,Inspecting wine bottles,Mrs. Peacock,16
21:50 PM,Dining Room,Whittling a stick,Mrs. Peacock,16
22:00 PM,Living Room,Retrieving items from storage,Mrs. Peacock,16
22:10 PM,Bathroom,Retrieving items from storage,Mrs. Peacock,16
19:00 PM,Living Room,Observing guests from afar,Miss Scarlet,2
19:10 PM,Study,Taking her dog for a walk,Miss Scarlet,2
19:20 PM,Study,Returning to mingle with guests,Miss Scarlet,2
19:30 PM,Dining Room,Taking her dog for a walk,Miss Scarlet,2
19:40 PM,Dining Room,Swapping drinks unnoticed,Miss Scarlet,2
19:50 PM,Dining Room,Observing guests from afar,Miss Scarlet,2
20:00 PM,Living Room,Bringing in the shopping,Miss Scarlet,2
20:10 PM,Living Room,Raising a painting,Miss Scarlet,2
20:20 PM,Study,Opening letters,Miss Scarlet,2
20:30 PM,Study,Reorganizing books and materials,Miss Scarlet,2
20:40 PM,Study,Raising a painting,Miss Scarlet,2
20:50 PM,Dining Room,Reorganizing books and materials,Miss Scarlet,2
21:00 PM,Dining Room,Reorganizing books and materials,Miss Scarlet,2
21:10 PM,Study,Reorganizing books and materials,Miss Scarlet,2
21:20 PM,Living Room,Retrieving items from storage,Miss Scarlet,2
21:30 PM,Study,Swapping drinks unnoticed,Miss Scarlet,2
21:40 PM,Living Room,Reorganizing books and materials,Miss Scarlet,2
21:50 PM,Bathroom,Observing guests from afar,Miss Scarlet,2
22:00 PM,Bathroom,Taking her dog for a walk,Miss Scarlet,2
22:10 PM,Living Room,Retrieving items from storage,Miss Scarlet,2
19:00 PM,Living Room,Washing up after handling items,Miss Scarlet,13
19:10 PM,Living Room,Raising a painting,Miss Scarlet,13
19:20 PM,Study,Polishing household items,Miss Scarlet,13
19:30 PM,Living Room,Raising a painting,Miss Scarlet,13
19:40 PM,Living Room,Returning to mingle with guests,Miss Scarlet,13
19:50 PM,Study,Inspecting a family heirloom,Miss Scarlet,13
20:00 PM,Study,Raising a painting,Miss Scarlet,13
20:10 PM,Living Room,Taking her dog for a walk,Miss Scarlet,13
20:20 PM,Study,Tying decorative knots,Miss Scarlet,13
20:30 PM,Study,Reorganizing books and materials,Miss Scarlet,13
20:40 PM,Study,Raising a painting,Miss Scarlet,13
20:50 PM,Living Room,Reorganizing books and materials,Miss Scarlet,13
21:00 PM,Study,Reorganizing books and materials,Miss Scarlet,13
21:10 PM,Living Room,Observing guests from afar,Miss Scarlet,13
21:20 PM,Study,Looking in drawers,Miss Scarlet,13
21:30 PM,Living Room,Observing guests from afar,Miss Scarlet,13
21:40 PM,Study,Raising a painting,Miss Scarlet,13
21:50 PM,Study,Observing guests from afar,Miss Scarlet,13
22:00 PM,Living Room,Raising a painting,Miss Scarlet,13
22:10 PM,Living Room,Taking her dog for a walk,Miss Scarlet,13
19:00 PM,Study,Whittling a stick,Professor Plum,15
19:10 PM,Study,Reading a novel quietly,Professor Plum,15
19:20 PM,Study,Inspecting wine bottles,Professor Plum,15
19:30 PM,Living Room,Peeling an orange,Professor Plum,15
19:40 PM,Study,Taking her dog for a walk,Professor Plum,15
19:50 PM,Living Room,Opening letters,Professor Plum,15
20:00 PM,Living Room,Peeling an orange,Professor Plum,15
20:10 PM,Study,Reading a novel quietly,Professor Plum,15
20:20 PM,Living Room,Peeling an orange,Professor Plum,15
20:30 PM,Study,Returning to mingle with guests,Professor Plum,15
20:40 PM,Study,Swapping drinks unnoticed,Professor Plum,15
20:50 PM,Living Room,Peeling an orange,Professor Plum,15
21:00 PM,Dining Room,Opening letters,Professor Plum,15
21:10 PM,Dining Room,Reading a novel quietly,Professor Plum,15
21:20 PM,Study,Speaking in a high-pitched voice,Professor Plum,15
21:30 PM,Study,Inspecting wine bottles,Professor Plum,15
21:40 PM,Study,Reading a novel quietly,Professor Plum,15
21:50 PM,Study,Opening letters,Professor Plum,15
22:00 PM,Study,Opening letters,Professor Plum,15
22:10 PM,Study,Tying decorative knots,Professor Plum,15
19:00 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,10
19:10 PM,Bathroom,Swapping drinks unnoticed,Colonel Mustard,10
19:20 PM,Bathroom,Peeling an orange,Colonel Mustard,10
19:30 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,10
19:40 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,10
19:50 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,10
20:00 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,10
20:10 PM,Study,Reorganizing books and materials,Colonel Mustard,10
20:20 PM,Dining Room,Tampering with drinks,Colonel Mustard,10
20:30 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,10
20:40 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,10
20:50 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,10
21:00 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,10
21:10 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,10
21:20 PM,Dining Room,Opening a safe,Colonel Mustard,10
21:30 PM,Living Room,Inspecting wine bottles,Colonel Mustard,10
21:40 PM,Living Room,Inspecting wine bottles,Colonel Mustard,10
21:50 PM,Bathroom,Serving drinks and chatting with guests,Colonel Mustard,10
22:00 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,10
22:10 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,10
19:00 PM,Study,Reading a novel quietly,Professor Plum,9
19:10 PM,Study,Reading a novel quietly,Professor Plum,9
19:20 PM,Study,Rinsing a glass carefully,Professor Plum,9
19:30 PM,Study,Reading a novel quietly,Professor Plum,9
19:40 PM,Study,Observing guests from afar,Professor Plum,9
19:50 PM,Study,Returning to mingle with guests,Professor Plum,9
20:00 PM,Study,Whittling a stick,Professor Plum,9
20:10 PM,Dining Room,Tampering with drinks,Professor Plum,9
20:20 PM,Study,Inspecting a family heirloom,Professor Plum,9
20:30 PM,Study,Serving drinks and chatting with guests,Professor Plum,9
20:40 PM,Dining Room,Inspecting wine bottles,Professor Plum,9
20:50 PM,Study,Tampering with drinks,Professor Plum,9
21:00 PM,Study,Peeling an orange,Professor Plum,9
21:10 PM,Dining Room,Peeling an orange,Professor Plum,9
21:20 PM,Study,Peeling an orange,Professor Plum,9
21:30 PM,Dining Room,Returning to mingle with guests,Professor Plum,9
21:40 PM,Dining Room,Returning to mingle with guests,Professor Plum,9
21:50 PM,Dining Room,Whittling a stick,Professor Plum,9
22:00 PM,Kitchen,Returning to mingle with guests,Professor Plum,9
22:10 PM,Dining Room,Opening a safe,Professor Plum,9
19:00 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,2
19:10 PM,Living Room,Complaining about TSA going through their purse,Colonel Mustard,2
19:20 PM,Study,Serving drinks and chatting with guests,Colonel Mustard,2
19:30 PM,Study,Reading warning labels,Colonel Mustard,2
19:40 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,2
19:50 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,2
20:00 PM,Kitchen,Swapping drinks unnoticed,Colonel Mustard,2
20:10 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,2
20:20 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,2
20:30 PM,Dining Room,Raising a painting,Colonel Mustard,2
20:40 PM,Kitchen,Tampering with drinks,Colonel Mustard,2
20:50 PM,Dining Room,Tampering with drinks,Colonel Mustard,2
21:00 PM,Living Room,Peeling an orange,Colonel Mustard,2
21:10 PM,Living Room,Talking about skeet shooting,Colonel Mustard,2
21:20 PM,Living Room,Inspecting wine bottles,Colonel Mustard,2
21:30 PM,Dining Room,Polishing household items,Colonel Mustard,2
21:40 PM,Dining Room,Serving drinks and chatting with guests,Colonel Mustard,2
21:50 PM,Dining Room,Tampering with drinks,Colonel Mustard,2
22:00 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,2
22:10 PM,Dining Room,Bragging about their Birkin,Colonel Mustard,2
